instance,scenario,idle_ratio,stage,method,seed,hv,igd_plus,cmin,emin,compromise_c,compromise_e,archive_size,seconds,evaluations
mk01,independent,0.15,ablation,no-rebuild,1015,1.122337257463518,0.021496981760449365,42,470.7625,46,498.5875,14,0.6171069999691099,6000
mk01,independent,0.15,ablation,no-rebuild,1016,1.091953058891644,0.025297616235993078,43,477.55,46,497.35,9,0.7074473001994193,6000
mk01,independent,0.15,ablation,no-rebuild,1017,1.0835951069610015,0.03176906071820294,43,477.325,46,502.65,11,0.7046014000661671,6000
mk01,independent,0.15,ablation,no-rebuild,1018,1.0820073930018859,0.036770033508283166,43,472.8125,46,507.3375,11,0.6773415000643581,6000
mk01,independent,0.15,ablation,no-rebuild,1019,1.11006517124152,0.014127003620924401,43,470.7625,46,492.4,9,0.7167152999900281,6000
mk01,independent,0.15,ablation,no-rebuild,1020,1.1121607458321587,0.027613864201257606,42,471.4625,46,503.4,12,0.6176280002109706,6000
mk01,independent,0.15,ablation,no-rebuild,1021,1.0498616410088926,0.03226647990745126,45,475.4,46,501.4,9,0.6113414999563247,6000
mk01,independent,0.15,ablation,no-rebuild,1022,1.083056219474177,0.03448360522092023,43,474.775,46,504.6375,12,0.6962934001348913,6000
mk01,independent,0.15,ablation,no-rebuild,1023,1.0401104496667215,0.03865360452703278,45,477.5875,46,501.9,10,0.7157790998462588,6000
mk01,independent,0.15,ablation,no-rebuild,1024,1.116707145083951,0.024140966955663982,42,475.225,47,492.7,10,0.7406961999367923,6000
mk01,independent,0.15,ablation,no-rebuild,1025,1.092674693071659,0.03515090334169622,42,481.2625,46,501.825,11,0.7287817001342773,6000
mk01,independent,0.15,ablation,no-rebuild,1026,1.0705198853936257,0.029542498019597022,44,474.25,46,501.6,11,0.8391071001533419,6000
mk01,independent,0.15,ablation,no-rebuild,1027,1.0866634996511337,0.01989807238991723,44,468.2875,46,498.7,9,0.847463299985975,6000
mk01,independent,0.15,ablation,no-rebuild,1028,1.0935438903816754,0.03750950360904923,42,479.1,46,505.05,10,0.933731900062412,6000
mk01,independent,0.15,ablation,no-rebuild,1029,1.0956044298629768,0.03853753750165009,42,478.975,46,502.05,12,0.8404860000591725,6000
mk01,independent,0.15,main,DABC,1000,1.008912130164339,0.05710588558387563,45,485.125,46,502.3,7,0.3614612000528723,6000
mk01,independent,0.15,main,DABC,1001,1.0211681833701998,0.08317946813105528,42,486.775,48,511.0125,7,0.3928927001543343,6000
mk01,independent,0.15,main,DABC,1002,1.02190006086608,0.07790577524762164,42,477.4,48,513.575,10,0.4070619000121951,6000
mk01,independent,0.15,main,DABC,1003,1.0182967889431571,0.06467290648995859,44,484.7,46,503.3125,7,0.42452929983846843,6000
mk01,independent,0.15,main,DABC,1004,1.0448198512492393,0.07852470804022132,42,483.1,48,501.25,7,0.39355290005914867,6000
mk01,independent,0.15,main,DABC,1005,1.0092648565193512,0.07888038976547752,44,484.7,45,527.7375,12,0.40086880000308156,6000
mk01,independent,0.15,main,DABC,1006,1.0090913139650541,0.0910345458791002,43,489.3625,47,510.375,10,0.4224544002208859,6000
mk01,independent,0.15,main,DABC,1007,1.0478854233161623,0.07097365970162835,42,486.7,46,519.1875,12,0.36445660004392266,6000
mk01,independent,0.15,main,DABC,1008,1.06679324831876,0.05543852706448681,42,480.5375,46,511.2375,9,0.4100557998754084,6000
mk01,independent,0.15,main,DABC,1009,0.9813488517094464,0.09374064676631852,44,488.2125,51,504.225,8,0.4205829999409616,6000
mk01,independent,0.15,main,DABC,1010,1.0201353899140453,0.06758921239380533,44,483.3875,45,524.35,7,0.3501597000285983,6000
mk01,independent,0.15,main,DABC,1011,1.007517851575838,0.10064513477142492,42,493.65,49,518.475,12,0.4284332999959588,6000
mk01,independent,0.15,main,DABC,1012,1.0631316340315617,0.059435524467219385,42,483.025,46,499.4125,4,0.44235450006090105,6000
mk01,independent,0.15,main,DABC,1013,1.0036568637638992,0.06567832118123218,45,485.4,46,515.05,8,0.40379330003634095,6000
mk01,independent,0.15,main,DABC,1014,1.0018261308472263,0.096312762979682,42,492.55,48,500.3125,8,0.3961775000207126,6000
mk01,independent,0.15,main,DABC,1015,1.0372642923947093,0.07950037059221891,42,486.2875,46,520.3875,13,0.39406429999507964,6000
mk01,independent,0.15,main,DABC,1016,1.0713433589168808,0.049490528359373995,42,477.9625,46,506.55,13,0.4133264000993222,6000
mk01,independent,0.15,main,DABC,1017,1.0522379418357806,0.05759844595003891,43,479.0875,46,515.2625,12,0.3686718000099063,6000
mk01,independent,0.15,main,DABC,1018,1.041721470880777,0.06743428253216803,43,478.2375,49,504.075,11,0.38089859997853637,6000
mk01,independent,0.15,main,DABC,1019,1.0409311025667674,0.06624086298973758,42,486.1125,46,511.7625,10,0.3727889999281615,6000
mk01,independent,0.15,main,DABC,1020,1.0301717611080599,0.06834730269478595,43,481.4875,49,504.45,8,0.3736445000395179,6000
mk01,independent,0.15,main,DABC,1021,1.04540089963035,0.04768027358695546,43,478.65,46,498.5875,10,0.40815889998339117,6000
mk01,independent,0.15,main,DABC,1022,0.986763112186577,0.11222637359932665,43,487.1,52,492.675,9,0.45979480003006756,6000
mk01,independent,0.15,main,DABC,1023,1.028750315464438,0.07174550516410218,43,484.375,46,517.05,10,0.40718350000679493,6000
mk01,independent,0.15,main,DABC,1024,1.018292483781417,0.0866486244405686,43,483.4375,47,522.95,10,0.5475240000523627,6000
mk01,independent,0.15,main,DABC,1025,1.0475304701533532,0.06270176129300781,43,480.7375,47,513.375,10,0.6222206000238657,6000
mk01,independent,0.15,main,DABC,1026,1.0501834889624564,0.06738138630099705,42,475.775,46,507.8875,15,0.5540664000436664,6000
mk01,independent,0.15,main,DABC,1027,0.9408310446697646,0.11261447961753689,46,481.5875,52,499.425,8,0.5993266999721527,6000
mk01,independent,0.15,main,DABC,1028,1.0156071020323334,0.08255809074591437,42,491.8,45,520.3,8,0.5625595999881625,6000
mk01,independent,0.15,main,DABC,1029,1.0379620255043722,0.07221542166008003,42,484.4375,48,502.15,13,0.6146416999399662,6000
mk01,independent,0.15,main,EAMS-ABC,1000,1.0522398717358712,0.03182024856893397,45,469.675,46,503.0625,11,0.4760128001216799,6000
mk01,independent,0.15,main,EAMS-ABC,1001,1.1176045486260597,0.0182139381973114,42,477.2875,46,495.2125,9,0.43956249998882413,6000
mk01,independent,0.15,main,EAMS-ABC,1002,1.1085748430100506,0.028803957605485764,42,476.125,46,497.2,9,0.45196769991889596,6000
mk01,independent,0.15,main,EAMS-ABC,1003,1.0225229732337702,0.04249252285309855,46,473,46,505.05,9,0.4169067998882383,6000
mk01,independent,0.15,main,EAMS-ABC,1004,1.1084360386573835,0.028430778005010603,42,475.2125,46,503.8125,11,0.4597918998915702,6000
mk01,independent,0.15,main,EAMS-ABC,1005,1.0948241564109802,0.02782087281638689,43,471.725,46,504,15,0.5136482000816613,6000
mk01,independent,0.15,main,EAMS-ABC,1006,1.0983849705319104,0.03491967836615995,42,476.7,46,505.65,14,0.42979900003410876,6000
mk01,independent,0.15,main,EAMS-ABC,1007,1.1164391858790697,0.023058662214850544,42,475.8625,46,497.2,9,0.4711553999222815,6000
mk01,independent,0.15,main,EAMS-ABC,1008,1.110661361915649,0.02111783052238211,42,476.0125,46,492.925,7,0.4469639000017196,6000
mk01,independent,0.15,main,EAMS-ABC,1009,1.0859837294576984,0.031895649686898044,43,477.925,46,504.6375,12,0.4946735999546945,6000
mk01,independent,0.15,main,EAMS-ABC,1010,1.1082289455322814,0.030770055668799635,42,472.75,46,503.8125,14,0.4876995999366045,6000
mk01,independent,0.15,main,EAMS-ABC,1011,1.109713484063479,0.02632316244495397,42,478.4,46,495.7,8,0.45238599996082485,6000
mk01,independent,0.15,main,EAMS-ABC,1012,1.0613245052775346,0.024346566869688592,45,470.5375,46,495.0625,7,0.4625220000743866,6000
mk01,independent,0.15,main,EAMS-ABC,1013,1.0641480975638726,0.022235148204180762,45,468.8625,46,494.725,8,0.45524389995262027,6000
mk01,independent,0.15,main,EAMS-ABC,1014,1.0730511720431706,0.03516143006946289,43,483.3375,46,498.025,7,0.49308239994570613,6000
